;;;;;;;;;;
;Obligationsrente;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;År;Uge;Kort rente;Lang rente;Kort euro rente;;;;;
;;29;4,48;6,23;4,45;;;;;
;;28;4,49;6,22;4,48;;;;;
;;27;4,53;6,21;4,45;;;;;
;;26;4,46;6,16;4,43;;;;;
;;25;4,44;6,11;4,46;;;;;
;;24;4,48;5,66;4,45;;;;;
;;23;4,45;5,56;4,44;;;;;
;;22;4,44;5,48;4,43;;;;;
;;21;4,41;5,43;4,41;;;;;
;;20;4,35;5,40;4,35;;;;;
;;19;4,36;5,34;4,35;;;;;
;;18;4,34;5,31;4,31;;;;;
;;17;4,30;5,32;4,29;;;;;
;;16;4,32;5,31;4,30;;;;;
;;15;4,33;5,29;4,29;;;;;
;;14;4,25;5,25;4,25;;;;;
;;13;4,25;5,24;4,23;;;;;
;;12;4,24;5,18;4,20;;;;;
;;11;4,20;5,20;4,21;;;;;
;;10;4,16;5,21;4,13;;;;;
;;9;4,18;5,22;4,18;;;;;
;;8;4,18;5,25;4,20;;;;;
;;7;4,16;5,25;4,17;;;;;
;;6;4,16;5,25;4,16;;;;;
;;5;4,10;5,28;4,18;;;;;
;;4;4,16;5,25;4,16;;;;;
;;3;4,18;5,24;4,15;;;;;
;;2;4,12;5,24;4,14;;;;;
;2007;1;4,13;5,22;4,13;;;;;
;;52;4,18;5,22;4,18;;;;;
;;51;4,13;5,20;4,12;;;;;
;;50;4,07;5,17;4,06;;;;;
;;49;4,03;5,16;4,03;;;;;
;;48;4,02;5,18;4,04;;;;;
;;47;3,97;5,18;3,98;;;;;
;;46;3,98;5,19;3,96;;;;;
;;45;3,97;5,13;3,87;;;;;
;;44;3,94;5,21;3,94;;;;;
;;43;3,83;5,26;3,70;;;;;
;;42;3,73;5,25;3,57;;;;;
;;41;3,73;5,23;3,67;;;;;
;;40;3,68;5,20;3,62;;;;;
;;39;3,63;5,17;3,61;;;;;
;;38;3,64;5,24;3,60;;;;;
;;37;3,58;5,26;3,51;;;;;
;;36;3,59;5,26;3,52;;;;;
;;35;3,56;5,26;3,49;;;;;
;;34;3,51;5,28;3,56;;;;;
;;33;3,48;5,34;3,46;;;;;
;;32;3,45;5,31;3,38;;;;;
;;31;3,47;5,34;3,46;;;;;
;;30;3,46;5,35;3,46;;;;;
;;29;3,40;5,39;3,28;;;;;
;;28;3,41;5,40;3,34;;;;;
;;27;3,43;5,43;3,33;;;;;
;;26;3,46;5,40;3,29;;;;;
;;25;3,43;5,34;3,28;;;;;
;;24;3,40;5,33;3,26;;;;;
;;23;3,44;5,35;3,22;;;;;
;;22;3,34;5,35;3,19;;;;;
;;21;3,29;5,32;3,11;;;;;
;;20;3,31;5,36;3,15;;;;;
;;19;3,29;5,37;3,17;;;;;
;;18;3,28;5,34;3,20;;;;;
;;17;3,27;5,28;3,08;;;;;
;;16;3,24;5,29;3,08;;;;;
;;15;3,21;5,26;3,10;;;;;
;;14;3,27;5,26;3,20;;;;;
;;13;3,26;5,05;3,16;;;;;
;;12;3,20;5,09;3,07;;;;;
;;11;3,15;5,02;3,03;;;;;
;;10;3,15;4,90;2,97;;;;;
;;9;3,11;4,70;2,97;;;;;
;;8;3,05;4,52;2,92;;;;;
;;7;2,93;4,52;2,89;;;;;
;;6;2,92;4,50;2,88;;;;;
;;5;2,92;4,50;2,88;;;;;
;;4;2,88;4,51;2,85;;;;;
;;3;2,86;4,37;2,81;;;;;
;;2;2,85;4,36;2,80;;;;;
;2006;1;2,90;4,40;2,84;;;;;
;;52;2,94;4,44;2,88;;;;;
;;51;2,93;4,47;2,89;;;;;
;;50;2,96;4,48;2,87;;;;;
;;49;2,90;4,50;2,86;;;;;
;;48;2,70;4,50;2,78;;;;;
;;47;2,68;4,59;2,80;;;;;
;;46;2,70;4,60;2,68;;;;;
;;45;2,68;4,60;2,67;;;;;
;;44;2,61;4,47;2,60;;;;;
;;43;2,42;4,36;2,45;;;;;
;;42;2,38;4,31;2,36;;;;;
;;41;2,32;4,27;2,24;;;;;
;;40;2,32;4,25;2,18;;;;;
;;39;2,30;4,25;2,21;;;;;
;;38;2,28;4,21;2,17;;;;;
;;37;2,25;4,23;2,19;;;;;
;;36;2,26;4,22;2,16;;;;;
;;35;2,23;4,25;2,15;;;;;
;;34;2,25;4,22;2,19;;;;;
;;33;2,16;4,26;2,20;;;;;
;;32;2,19;4,32;2,12;;;;;
;;31;2,20;4,29;2,14;;;;;
